location,time,hour,minute,v_occ_min,w_occ_min,v_occ,win,wout,raw_occ_min,groundtruth
103,2016-04-14 19:30:00,19.0,30.0,30.0,124.0,1.0,9,6,0,96.0
103,2016-04-17 01:00:00,1.0,0.0,38.0,78.0,16.0,6,5,84,136.0
103,2016-04-19 02:45:00,2.0,45.0,48.0,67.0,6.0,1,4,138,32.0
103,2016-04-18 19:00:00,19.0,0.0,10.0,112.0,6.0,1,3,-5,17.0
103,2016-04-13 20:30:00,20.0,30.0,50.0,102.0,6.0,5,4,50,0.0
103,2016-04-14 23:00:00,23.0,0.0,97.0,90.0,7.0,4,5,127,52.0
103,2016-04-18 22:00:00,22.0,0.0,50.0,82.0,5.0,6,1,65,102.0
103,2016-04-15 04:45:00,4.0,45.0,0.0,0.0,0.0,0,2,315,0.0
103,2016-04-19 04:30:00,4.0,30.0,0.0,0.0,0.0,0,3,105,0.0
103,2016-04-18 02:15:00,2.0,15.0,0.0,0.0,0.0,0,2,210,0.0
103,2016-04-17 19:30:00,19.0,30.0,105.0,87.0,0.0,0,1,15,222.0
103,2016-04-18 19:15:00,19.0,15.0,2.0,104.0,4.0,5,3,-13,20.0
103,2016-04-15 23:00:00,23.0,0.0,111.0,107.0,6.0,9,5,91,197.0
103,2016-04-17 22:00:00,22.0,0.0,166.0,102.0,6.0,11,10,175,143.0
103,2016-04-17 21:15:00,21.0,15.0,141.0,113.0,2.0,4,6,126,230.0
103,2016-04-16 20:30:00,20.0,30.0,169.0,72.0,1.0,8,4,64,174.0
103,2016-04-16 22:45:00,22.0,45.0,123.0,105.0,5.0,9,4,108,109.0
103,2016-04-13 21:15:00,21.0,15.0,44.0,69.0,6.0,3,3,58,23.0
103,2016-04-16 23:00:00,23.0,0.0,175.0,87.0,7.0,4,5,167,193.0
103,2016-04-14 19:00:00,19.0,0.0,0.0,92.0,6.0,0,0,-45,38.0
103,2016-04-14 02:30:00,2.0,30.0,22.0,84.0,3.0,4,7,127,54.0
103,2016-04-15 22:45:00,22.0,45.0,75.0,138.0,9.0,1,1,45,28.0
103,2016-04-14 02:15:00,2.0,15.0,63.0,83.0,1.0,4,3,157,130.0
103,2016-04-17 00:15:00,0.0,15.0,88.0,84.0,16.0,8,9,120,167.0
103,2016-04-17 04:30:00,4.0,30.0,0.0,0.0,0.0,0,3,255,0.0
