location,time,hour,minute,v_occ_min,w_occ_min,v_occ,win,wout,raw_occ_min,groundtruth
111,2016-04-16 02:30:00,2.0,30.0,51.0,546.0,29.0,36,35,1010,845.0
111,2016-04-16 19:15:00,19.0,15.0,129.0,538.0,10.0,20,21,198,1364.0
111,2016-04-14 20:15:00,20.0,15.0,80.0,377.0,4.0,3,2,110,204.0
111,2016-04-16 21:00:00,21.0,0.0,109.0,608.0,19.0,18,19,420,1553.0
111,2016-04-15 21:00:00,21.0,0.0,85.0,480.0,25.0,4,4,145,257.0
111,2016-04-17 18:15:00,18.0,15.0,37.0,310.0,7.0,35,29,17,1544.0
111,2016-04-16 00:00:00,0.0,0.0,64.0,485.0,40.0,19,19,424,1842.0
111,2016-04-15 23:30:00,23.0,30.0,192.0,484.0,34.0,8,12,458,1915.0
111,2016-04-15 18:30:00,18.0,30.0,14.0,497.0,8.0,1,2,-11,331.0
111,2016-04-14 22:30:00,22.0,30.0,82.0,361.0,10.0,7,7,193,397.0
111,2016-04-17 18:45:00,18.0,45.0,93.0,446.0,12.0,39,30,151,2928.0
111,2016-04-17 20:45:00,20.0,45.0,350.0,614.0,18.0,46,47,1021,4212.0
111,2016-04-14 01:45:00,1.0,45.0,86.0,416.0,20.0,22,19,728,889.0
111,2016-04-16 23:30:00,23.0,30.0,174.0,597.0,16.0,19,17,933,480.0
111,2016-04-17 03:45:00,3.0,45.0,136.0,339.0,0.0,13,37,2038,158.0
111,2016-04-13 23:45:00,23.0,45.0,87.0,363.0,29.0,13,8,302,975.0
111,2016-04-16 18:30:00,18.0,30.0,41.0,420.0,6.0,23,19,41,786.0
111,2016-04-15 02:00:00,2.0,0.0,149.0,349.0,15.0,16,20,388,828.0
111,2016-04-15 00:45:00,0.0,45.0,125.0,342.0,12.0,5,5,320,1201.0
111,2016-04-14 00:30:00,0.0,30.0,98.0,386.0,24.0,22,20,486,928.0
111,2016-04-14 03:00:00,3.0,0.0,132.0,453.0,9.0,13,15,1073,176.0
111,2016-04-17 21:00:00,21.0,0.0,230.0,653.0,19.0,40,35,981,4274.0
111,2016-04-15 23:45:00,23.0,45.0,119.0,510.0,37.0,16,18,424,2059.0
111,2016-04-19 00:15:00,0.0,15.0,82.0,442.0,7.0,14,7,681,160.0
111,2016-04-19 03:30:00,3.0,30.0,48.0,360.0,5.0,18,17,1226,163.0
111,2016-04-15 03:30:00,3.0,30.0,184.0,337.0,0.0,7,8,640,226.0
111,2016-04-13 21:30:00,21.0,30.0,89.0,389.0,23.0,6,6,163,707.0
111,2016-04-14 21:30:00,21.0,30.0,52.0,365.0,9.0,5,5,115,213.0
111,2016-04-18 23:15:00,23.0,15.0,95.0,403.0,7.0,6,4,565,318.0
111,2016-04-17 23:45:00,23.0,45.0,610.0,612.0,1.0,51,54,2203,333.0
111,2016-04-16 23:15:00,23.0,15.0,186.0,576.0,15.0,29,23,895,625.0
111,2016-04-18 18:45:00,18.0,45.0,35.0,368.0,1.0,11,5,39,130.0
111,2016-04-14 00:00:00,0.0,0.0,122.0,358.0,26.0,15,10,397,1119.0
111,2016-04-15 19:15:00,19.0,15.0,49.0,429.0,11.0,6,7,19,571.0
111,2016-04-15 02:30:00,2.0,30.0,78.0,432.0,12.0,19,16,379,471.0
111,2016-04-15 04:30:00,4.0,30.0,7.0,176.0,0.0,1,7,502,0.0
111,2016-04-15 19:30:00,19.0,30.0,37.0,509.0,15.0,4,5,11,766.0
111,2016-04-17 02:45:00,2.0,45.0,207.0,430.0,3.0,46,39,1861,1216.0
111,2016-04-13 20:45:00,20.0,45.0,32.0,351.0,20.0,5,6,92,324.0
111,2016-04-14 21:15:00,21.0,15.0,32.0,367.0,7.0,11,7,92,434.0
111,2016-04-16 20:45:00,20.0,45.0,157.0,525.0,14.0,25,26,435,1634.0
111,2016-04-16 03:30:00,3.0,30.0,106.0,466.0,4.0,32,25,1543,336.0
111,2016-04-14 23:15:00,23.0,15.0,50.0,361.0,9.0,18,14,185,289.0
111,2016-04-17 02:00:00,2.0,0.0,130.0,464.0,17.0,18,19,1540,1009.0
111,2016-04-17 04:45:00,4.0,45.0,6.0,170.0,0.0,2,15,1955,4.0
111,2016-04-15 03:45:00,3.0,45.0,105.0,296.0,2.0,10,13,590,56.0
111,2016-04-17 20:00:00,20.0,0.0,369.0,587.0,8.0,43,36,793,4316.0
111,2016-04-14 03:45:00,3.0,45.0,138.0,315.0,0.0,25,29,1264,53.0
111,2016-04-19 00:00:00,0.0,0.0,19.0,431.0,11.0,9,5,580,331.0
111,2016-04-17 19:45:00,19.0,45.0,292.0,603.0,6.0,50,33,635,4551.0
111,2016-04-16 04:00:00,4.0,0.0,101.0,266.0,0.0,5,28,1700,315.0
111,2016-04-16 02:45:00,2.0,45.0,101.0,580.0,22.0,38,28,1159,881.0
111,2016-04-16 03:45:00,3.0,45.0,141.0,414.0,0.0,31,24,1687,373.0
111,2016-04-15 00:15:00,0.0,15.0,83.0,395.0,12.0,13,8,258,885.0
111,2016-04-16 01:45:00,1.0,45.0,101.0,516.0,33.0,27,22,806,2338.0
111,2016-04-18 22:15:00,22.0,15.0,146.0,448.0,2.0,8,5,502,312.0
111,2016-04-16 02:15:00,2.0,15.0,140.0,588.0,27.0,29,26,1004,1169.0
111,2016-04-13 21:45:00,21.0,45.0,78.0,345.0,23.0,8,6,156,443.0
111,2016-04-16 00:45:00,0.0,45.0,71.0,472.0,36.0,28,17,539,1782.0
111,2016-04-14 21:45:00,21.0,45.0,79.0,377.0,8.0,7,5,154,163.0
111,2016-04-14 00:15:00,0.0,15.0,155.0,413.0,24.0,12,8,472,738.0
111,2016-04-17 21:30:00,21.0,30.0,216.0,791.0,17.0,56,43,1134,3274.0
111,2016-04-15 21:30:00,21.0,30.0,87.0,498.0,29.0,8,8,171,711.0
111,2016-04-14 22:15:00,22.0,15.0,84.0,377.0,9.0,10,10,184,365.0
111,2016-04-18 01:00:00,1.0,0.0,540.0,500.0,0.0,41,30,2603,353.0
111,2016-04-13 22:45:00,22.0,45.0,40.0,374.0,34.0,9,8,160,608.0
111,2016-04-14 04:30:00,4.0,30.0,75.0,196.0,0.0,4,21,1236,13.0
111,2016-04-18 00:15:00,0.0,15.0,631.0,592.0,0.0,51,38,2400,514.0
111,2016-04-14 19:45:00,19.0,45.0,89.0,340.0,0.0,6,4,104,183.0
111,2016-04-17 00:00:00,0.0,0.0,128.0,531.0,19.0,29,24,1003,148.0
111,2016-04-15 18:15:00,18.0,15.0,30.0,458.0,3.0,4,3,15,166.0
111,2016-04-18 23:00:00,23.0,0.0,86.0,397.0,9.0,11,7,525,101.0
111,2016-04-17 19:15:00,19.0,15.0,160.0,442.0,17.0,38,33,347,4170.0
111,2016-04-16 19:45:00,19.0,45.0,44.0,622.0,15.0,20,15,176,2089.0
111,2016-04-17 23:15:00,23.0,15.0,545.0,655.0,10.0,23,50,2049,605.0
111,2016-04-15 20:00:00,20.0,0.0,17.0,475.0,21.0,7,6,2,558.0
111,2016-04-17 04:00:00,4.0,0.0,120.0,258.0,0.0,1,52,2040,168.0
111,2016-04-16 02:00:00,2.0,0.0,145.0,548.0,27.0,38,29,937,1653.0
111,2016-04-15 21:15:00,21.0,15.0,77.0,467.0,27.0,3,2,146,352.0
111,2016-04-17 20:15:00,20.0,15.0,337.0,633.0,8.0,28,22,828,4403.0
111,2016-04-14 23:30:00,23.0,30.0,128.0,418.0,8.0,15,13,272,597.0
111,2016-04-15 19:00:00,19.0,0.0,20.0,402.0,8.0,4,1,-10,616.0
111,2016-04-19 00:45:00,0.0,45.0,92.0,398.0,7.0,11,6,754,103.0
111,2016-04-15 03:15:00,3.0,15.0,191.0,365.0,0.0,40,33,617,397.0
111,2016-04-15 22:15:00,22.0,15.0,14.0,435.0,37.0,10,8,158,972.0
111,2016-04-18 18:15:00,18.0,15.0,30.0,362.0,4.0,6,6,30,166.0
111,2016-04-15 01:00:00,1.0,0.0,135.0,366.0,8.0,4,6,330,1227.0
111,2016-04-18 22:45:00,22.0,45.0,100.0,442.0,11.0,4,8,511,90.0
111,2016-04-16 20:00:00,20.0,0.0,104.0,571.0,9.0,30,21,279,2217.0
111,2016-04-15 00:00:00,0.0,0.0,34.0,350.0,15.0,4,2,199,700.0
111,2016-04-14 20:30:00,20.0,30.0,137.0,303.0,1.0,7,3,167,248.0
111,2016-04-18 19:30:00,19.0,30.0,70.0,416.0,5.0,14,12,171,140.0
111,2016-04-15 21:45:00,21.0,45.0,49.0,454.0,30.0,2,2,154,624.0
111,2016-04-19 02:30:00,2.0,30.0,46.0,387.0,9.0,13,16,991,575.0
111,2016-04-17 04:15:00,4.0,15.0,120.0,201.0,0.0,0,36,2040,104.0
111,2016-04-14 02:00:00,2.0,0.0,124.0,368.0,16.0,14,8,829,374.0
111,2016-04-18 02:30:00,2.0,30.0,82.0,209.0,0.0,2,37,2432,21.0
111,2016-04-13 19:30:00,19.0,30.0,85.0,399.0,6.0,9,5,114,273.0
111,2016-04-18 18:30:00,18.0,30.0,27.0,368.0,5.0,5,4,27,159.0
111,2016-04-14 19:15:00,19.0,15.0,36.0,340.0,5.0,2,4,36,332.0
111,2016-04-16 01:00:00,1.0,0.0,66.0,485.0,41.0,19,20,583,1858.0
111,2016-04-19 03:15:00,3.0,15.0,58.0,356.0,3.0,20,15,1161,776.0
111,2016-04-13 20:15:00,20.0,15.0,69.0,368.0,15.0,2,4,114,328.0
111,2016-04-18 18:00:00,18.0,0.0,26.0,379.0,1.0,6,5,26,215.0
111,2016-04-15 04:00:00,4.0,0.0,105.0,220.0,2.0,0,5,600,63.0
111,2016-04-15 18:00:00,18.0,0.0,0.0,390.0,1.0,1,1,0,49.0
111,2016-04-18 02:00:00,2.0,0.0,165.0,295.0,0.0,0,30,2505,161.0
111,2016-04-16 04:15:00,4.0,15.0,75.0,187.0,0.0,0,49,1680,155.0
111,2016-04-17 22:15:00,22.0,15.0,679.0,590.0,1.0,50,42,1855,1757.0
111,2016-04-17 01:15:00,1.0,15.0,290.0,523.0,5.0,18,19,1513,1395.0
111,2016-04-15 00:30:00,0.0,30.0,142.0,374.0,11.0,13,11,330,1170.0
111,2016-04-19 04:00:00,4.0,0.0,20.0,281.0,1.0,2,8,1289,113.0
111,2016-04-13 18:15:00,18.0,15.0,18.0,423.0,4.0,2,2,3,240.0
111,2016-04-14 20:00:00,20.0,0.0,101.0,371.0,4.0,4,6,120,89.0
111,2016-04-18 20:30:00,20.0,30.0,14.0,405.0,10.0,3,3,221,277.0
111,2016-04-18 20:15:00,20.0,15.0,37.0,375.0,8.0,15,12,225,301.0
111,2016-04-15 02:45:00,2.0,45.0,128.0,459.0,6.0,24,16,464,282.0
111,2016-04-14 00:45:00,0.0,45.0,98.0,359.0,21.0,13,7,543,988.0
111,2016-04-18 20:45:00,20.0,45.0,26.0,407.0,10.0,1,5,236,363.0
111,2016-04-16 19:00:00,19.0,0.0,110.0,473.0,6.0,18,10,146,1176.0
111,2016-04-17 20:30:00,20.0,30.0,375.0,648.0,11.0,45,41,955,4030.0
111,2016-04-13 22:15:00,22.0,15.0,63.0,353.0,28.0,11,7,162,636.0
111,2016-04-16 22:00:00,22.0,0.0,25.0,567.0,29.0,18,16,479,1290.0
111,2016-04-14 18:30:00,18.0,30.0,19.0,270.0,3.0,4,4,4,130.0
111,2016-04-14 01:15:00,1.0,15.0,165.0,400.0,18.0,14,11,709,1057.0
111,2016-04-16 20:15:00,20.0,15.0,168.0,525.0,10.0,12,9,371,2076.0
111,2016-04-17 18:30:00,18.0,30.0,41.0,344.0,13.0,26,25,42,2146.0
111,2016-04-19 03:00:00,3.0,0.0,64.0,326.0,6.0,15,8,1110,1066.0
111,2016-04-15 02:15:00,2.0,15.0,39.0,387.0,14.0,33,31,300,1008.0
111,2016-04-13 23:00:00,23.0,0.0,30.0,343.0,35.0,11,10,155,598.0
111,2016-04-19 01:00:00,1.0,0.0,108.0,454.0,5.0,18,13,811,266.0
111,2016-04-17 03:30:00,3.0,30.0,132.0,432.0,2.0,18,30,2006,306.0
111,2016-04-16 01:15:00,1.0,15.0,37.0,460.0,42.0,16,14,599,2267.0
111,2016-04-18 21:30:00,21.0,30.0,135.0,417.0,3.0,1,1,392,394.0
111,2016-04-16 03:00:00,3.0,0.0,136.0,516.0,13.0,56,43,1319,960.0
111,2016-04-16 03:15:00,3.0,15.0,116.0,510.0,8.0,48,40,1434,598.0
111,2016-04-19 01:30:00,1.0,30.0,126.0,446.0,5.0,16,15,926,87.0
111,2016-04-14 04:15:00,4.0,15.0,105.0,217.0,0.0,0,40,1260,32.0
111,2016-04-15 22:30:00,22.0,30.0,43.0,437.0,36.0,18,13,220,1268.0
111,2016-04-18 21:15:00,21.0,15.0,126.0,460.0,4.0,7,10,375,428.0
111,2016-04-16 18:15:00,18.0,15.0,18.0,379.0,6.0,12,13,18,343.0
111,2016-04-17 22:45:00,22.0,45.0,598.0,648.0,3.0,52,42,1966,803.0
111,2016-04-14 18:15:00,18.0,15.0,23.0,313.0,0.0,6,5,17,183.0
111,2016-04-14 21:00:00,21.0,0.0,55.0,347.0,10.0,9,13,102,165.0
111,2016-04-13 18:00:00,18.0,0.0,10.0,404.0,2.0,4,3,-4,49.0
111,2016-04-16 04:45:00,4.0,45.0,35.0,160.0,0.0,1,30,1648,8.0
111,2016-04-17 18:00:00,18.0,0.0,10.0,253.0,7.0,9,9,-11,687.0
111,2016-04-15 23:15:00,23.0,15.0,166.0,455.0,32.0,7,3,406,1400.0
111,2016-04-13 19:00:00,19.0,0.0,19.0,370.0,8.0,13,11,28,370.0
111,2016-04-19 03:45:00,3.0,45.0,53.0,332.0,0.0,16,9,1288,174.0
111,2016-04-14 03:30:00,3.0,30.0,212.0,359.0,0.0,14,12,1283,109.0
111,2016-04-14 22:45:00,22.0,45.0,81.0,327.0,9.0,5,3,201,409.0
111,2016-04-14 22:00:00,22.0,0.0,106.0,373.0,8.0,18,17,192,420.0
111,2016-04-15 20:15:00,20.0,15.0,39.0,444.0,25.0,9,9,40,623.0
111,2016-04-19 02:15:00,2.0,15.0,70.0,388.0,9.0,3,9,991,406.0
111,2016-04-17 22:30:00,22.0,30.0,591.0,632.0,6.0,63,61,1859,1589.0
111,2016-04-18 00:00:00,0.0,0.0,636.0,577.0,7.0,44,43,2307,742.0
111,2016-04-15 20:45:00,20.0,45.0,43.0,508.0,22.0,6,2,88,491.0
111,2016-04-13 23:15:00,23.0,15.0,24.0,319.0,36.0,7,6,166,613.0
111,2016-04-17 23:00:00,23.0,0.0,581.0,631.0,13.0,19,23,2023,649.0
111,2016-04-14 01:30:00,1.0,30.0,118.0,389.0,20.0,10,10,706,970.0
111,2016-04-19 04:45:00,4.0,45.0,0.0,239.0,0.0,0,15,1275,0.0
111,2016-04-17 01:45:00,1.0,45.0,111.0,532.0,13.0,39,34,1457,1233.0
111,2016-04-16 04:30:00,4.0,30.0,75.0,180.0,0.0,0,31,1680,44.0
111,2016-04-13 22:00:00,22.0,0.0,71.0,380.0,30.0,8,13,161,546.0
111,2016-04-16 22:15:00,22.0,15.0,39.0,552.0,27.0,26,21,530,1338.0
111,2016-04-13 19:15:00,19.0,15.0,45.0,371.0,8.0,8,6,60,321.0
111,2016-04-17 19:00:00,19.0,0.0,151.0,449.0,16.0,24,20,273,3656.0
111,2016-04-18 23:45:00,23.0,45.0,24.0,411.0,14.0,4,5,563,206.0
111,2016-04-14 01:00:00,1.0,0.0,114.0,388.0,21.0,9,11,616,1053.0
111,2016-04-16 23:45:00,23.0,45.0,133.0,591.0,21.0,20,21,948,262.0
111,2016-04-16 21:15:00,21.0,15.0,99.0,628.0,21.0,21,20,443,1755.0
111,2016-04-19 02:00:00,2.0,0.0,152.0,412.0,4.0,12,13,1039,512.0
111,2016-04-13 23:30:00,23.0,30.0,44.0,380.0,32.0,13,6,220,860.0
111,2016-04-18 01:15:00,1.0,15.0,531.0,582.0,0.0,46,48,2689,428.0
111,2016-04-18 22:30:00,22.0,30.0,136.0,433.0,5.0,7,7,525,324.0
111,2016-04-15 19:45:00,19.0,45.0,18.0,457.0,18.0,9,9,3,808.0
111,2016-04-16 00:30:00,0.0,30.0,34.0,453.0,44.0,20,20,459,1745.0
111,2016-04-19 00:30:00,0.0,30.0,98.0,424.0,10.0,7,13,728,156.0
111,2016-04-18 21:00:00,21.0,0.0,64.0,441.0,6.0,9,6,288,379.0
111,2016-04-14 18:45:00,18.0,45.0,36.0,332.0,2.0,10,8,25,96.0
111,2016-04-13 22:30:00,22.0,30.0,43.0,386.0,33.0,12,14,149,517.0
111,2016-04-15 22:00:00,22.0,0.0,11.0,487.0,35.0,8,10,136,710.0
111,2016-04-16 18:45:00,18.0,45.0,17.0,483.0,10.0,18,19,25,879.0
111,2016-04-15 04:15:00,4.0,15.0,105.0,182.0,0.0,1,26,600,27.0
111,2016-04-13 18:30:00,18.0,30.0,14.0,411.0,4.0,6,4,10,283.0
111,2016-04-17 02:15:00,2.0,15.0,143.0,465.0,11.0,46,36,1619,917.0
111,2016-04-15 18:45:00,18.0,45.0,7.0,518.0,9.0,2,2,-23,473.0
111,2016-04-14 19:30:00,19.0,30.0,54.0,341.0,1.0,7,2,58,267.0
111,2016-04-17 01:00:00,1.0,0.0,227.0,511.0,6.0,33,28,1404,1314.0
111,2016-04-19 02:45:00,2.0,45.0,42.0,344.0,11.0,18,30,1030,778.0
111,2016-04-18 19:00:00,19.0,0.0,83.0,366.0,3.0,16,15,121,70.0
111,2016-04-13 20:30:00,20.0,30.0,66.0,351.0,17.0,5,5,116,307.0
111,2016-04-14 23:00:00,23.0,0.0,78.0,322.0,12.0,12,13,200,238.0
111,2016-04-18 22:00:00,22.0,0.0,152.0,388.0,3.0,12,10,468,240.0
111,2016-04-15 04:45:00,4.0,45.0,0.0,166.0,0.0,0,10,495,0.0
111,2016-04-19 04:30:00,4.0,30.0,0.0,241.0,0.0,1,18,1275,4.0
111,2016-04-18 02:15:00,2.0,15.0,162.0,212.0,0.0,0,47,2502,92.0
111,2016-04-17 19:30:00,19.0,30.0,185.0,476.0,16.0,27,19,455,4392.0
111,2016-04-18 19:15:00,19.0,15.0,57.0,354.0,5.0,10,10,123,153.0
111,2016-04-15 23:00:00,23.0,0.0,51.0,460.0,33.0,19,8,266,1122.0
111,2016-04-17 22:00:00,22.0,0.0,525.0,668.0,0.0,44,31,1622,1744.0
111,2016-04-17 21:15:00,21.0,15.0,237.0,649.0,23.0,31,28,1057,3671.0
111,2016-04-16 20:30:00,20.0,30.0,168.0,555.0,9.0,25,21,403,2002.0
111,2016-04-16 22:45:00,22.0,45.0,52.0,549.0,28.0,20,15,647,637.0
111,2016-04-13 21:15:00,21.0,15.0,89.0,386.0,20.0,6,3,149,436.0
111,2016-04-16 23:00:00,23.0,0.0,128.0,568.0,17.0,35,21,766,527.0
111,2016-04-14 19:00:00,19.0,0.0,39.0,310.0,2.0,5,4,39,196.0
111,2016-04-14 02:30:00,2.0,30.0,157.0,411.0,9.0,25,18,973,169.0
111,2016-04-15 22:45:00,22.0,45.0,27.0,458.0,41.0,2,4,223,1401.0
111,2016-04-14 02:15:00,2.0,15.0,164.0,376.0,14.0,15,18,906,121.0
111,2016-04-17 00:15:00,0.0,15.0,180.0,486.0,14.0,32,23,1129,225.0
111,2016-04-17 04:30:00,4.0,30.0,88.0,174.0,0.0,6,19,2016,41.0
