-58,-60,0,15,0,0,0,4
-46,-47,1,17,3,3,1,4
-46,-47,1,14,0,0,0,4
-48,-50,1,11,0,0,0,4
-58,-60,1,18,3,2,0,4
-72,-75,1,11,1,1,0,4
-46,-49,1,2347,462,5,7,2
-46,-49,1,484,461,3,6,2
-46,-49,1,275,457,4,6,2
-58,-61,2,23,2,1,2,4
-58,-60,2,12,0,0,0,4
-66,-70,2,13,2,0,0,4
-68,-70,2,11,2,1,0,4
-74,-76,2,11,5,2,0,4
-76,-78,2,12,19,5,0,4
-78,-80,2,11,0,0,0,4
-44,-49,2,625,535,0,6,2
-58,-61,3,16,2,1,0,4
-66,-69,3,11,2,2,0,4
-66,-70,3,13,0,0,0,4
-68,-73,3,13,1,0,0,4
-70,-74,3,15,6,0,0,4
-72,-75,3,14,63,31,0,4
-72,-76,3,12,3,1,0,4
-74,-78,3,14,4,1,0,4
-74,-76,3,11,4,0,0,4
-74,-79,3,21,39,6,0,4
-74,-78,3,16,17,1,0,4
-76,-80,3,14,0,0,1,4
-44,-49,3,12820,539,2,7,2
-44,-49,3,379,535,2,6,2
-56,-62,4,3237,464,0,7,4
-56,-68,4,3750,539,6,7,4
-58,-61,4,13,0,0,0,4
-60,-66,4,123,114,9,0,4
-60,-66,4,112,111,6,0,4
-64,-68,4,21,48,0,2,4
-64,-68,4,13,13,2,0,4
-64,-68,4,12,2,0,0,4
-66,-70,4,16,2,0,0,4
-66,-70,4,80,4,1,0,4
-66,-72,4,25,5,1,0,4
-68,-72,4,25,7,4,0,4
-70,-78,4,231,221,8,6,4
-72,-76,4,11,2,0,0,4
-72,-78,4,14,2,1,0,4
-72,-77,4,21,28,1,0,4
-72,-76,4,12,22,22,0,4
-72,-77,4,15,23,4,0,4
-74,-78,4,20,59,7,0,4
-74,-78,4,18,1,0,0,4
-76,-78,4,12,12,10,0,4
-46,-51,4,14,7,2,0,3
-44,-49,4,2917,535,7,7,2
-48,-60,4,3875,538,3,7,2
-52,-61,4,6816,539,9,7,2
-52,-63,4,1182,59,5,6,2
-54,-63,4,4937,464,1,7,2
-56,-62,5,223,460,4,6,4
-58,-66,5,449,62,9,0,4
-60,-69,5,2024,464,12,7,4
-60,-68,5,822,537,12,7,4
-62,-68,5,51,1,0,1,4
-62,-65,5,12,1,0,0,4
-62,-69,5,24,109,5,0,4
-64,-69,5,13,3,3,0,4
-68,-77,5,300,434,2,7,4
-68,-78,5,1310,226,10,6,4
-68,-78,5,19261,226,5,6,4
-68,-72,5,13,1,0,0,4
-68,-72,5,15,0,0,0,4
-70,-78,5,181,410,3,7,4
-70,-78,5,2069,226,9,6,4
-70,-78,5,730,225,4,6,4
-70,-78,5,670,225,3,6,4
-70,-78,5,1822,225,11,6,4
-70,-74,5,11,1,1,0,4
-70,-74,5,13,3,1,0,4
-70,-77,5,20,96,0,0,4
-70,-75,5,14,4,2,0,4
-70,-76,5,22,19,1,0,4
-70,-75,5,12,6,0,0,4
-70,-74,5,12,6,3,0,4
-72,-78,5,170,221,4,6,4
-72,-76,5,14,390,29,6,4
-72,-79,5,50,455,13,5,4
-72,-77,5,26,455,7,4,4
-72,-76,5,11,44,0,0,4
-72,-76,5,12,3,0,0,4
-72,-79,5,24,73,7,0,4
-72,-77,5,23,19,0,0,4
-74,-80,5,11,0,0,2,4
-74,-79,5,13,7,5,0,4
-74,-79,5,31,38,0,0,4
-74,-78,5,17,48,12,0,4
-54,-62,5,370,462,6,6,2
-58,-63,6,53,115,108,0,4
-60,-68,6,620,462,10,7,4
-62,-68,6,145,112,7,0,4
-64,-68,6,14,0,0,0,4
-66,-69,6,11,0,0,0,4
-66,-70,6,22,36,31,0,4
-66,-70,6,14,0,0,0,4
-68,-73,6,11,2,1,0,4
-68,-75,6,35,39,10,0,4
-68,-72,6,11,2,0,0,4
-70,-78,6,108,223,5,7,4
-70,-78,6,291,462,2,7,4
-70,-79,6,116,534,6,7,4
-70,-78,6,104,224,12,6,4
-70,-78,6,139,218,1,6,4
-70,-78,6,109,377,6,4,4
-70,-76,6,31,66,6,0,4
-70,-75,6,20,6,4,0,4
-70,-77,6,50,12,0,0,4
-70,-76,6,14,0,0,0,4
-70,-76,6,43,41,0,0,4
-70,-78,6,15,2,1,0,4
-72,-78,6,84,425,7,7,4
-72,-78,6,111,536,6,7,4
-72,-79,6,26,81,25,1,4
-72,-78,6,16,11,4,0,4
-72,-77,6,22,58,5,0,4
-72,-77,6,19,23,8,0,4
-72,-78,6,13,30,4,0,4
-72,-77,6,29,24,14,0,4
-72,-77,6,15,15,1,0,4
-72,-76,6,11,2,0,0,4
-74,-79,6,16,46,6,0,4
-74,-81,6,19,22,3,0,4
-56,-65,7,63,48,9,0,4
-58,-69,7,9634,539,2,7,4
-60,-71,7,1151,59,6,6,4
-60,-64,7,19,2,0,0,4
-62,-78,7,292,473,10,7,4
-62,-68,7,39,5,5,1,4
-62,-68,7,23,1,0,0,4
-62,-66,7,11,2,1,0,4
-62,-69,7,78,19,2,0,4
-64,-73,7,39,5,0,0,4
-64,-70,7,25,8,8,0,4
-66,-74,7,45,453,8,7,4
-66,-69,7,12,1,0,0,4
-66,-72,7,11,3,1,0,4
-66,-71,7,11,2,0,0,4
-68,-77,7,566,539,3,7,4
-68,-78,7,115,462,2,4,4
-68,-77,7,87,117,8,1,4
-68,-74,7,24,5,1,0,4
-68,-76,7,15,132,2,0,4
-68,-75,7,93,29,5,0,4
-68,-72,7,11,7,0,0,4
-70,-79,7,188,476,2,7,4
-70,-78,7,293,532,7,7,4
-70,-79,7,44,526,3,5,4
-70,-74,7,12,118,9,2,4
-70,-77,7,26,102,3,1,4
-70,-76,7,19,133,0,1,4
-70,-74,7,14,7,3,0,4
-70,-75,7,12,5,0,0,4
-70,-79,7,43,94,1,0,4
-70,-76,7,51,75,6,0,4
-70,-76,7,18,5,0,0,4
-70,-75,7,14,7,2,0,4
-70,-77,7,12,3,1,0,4
-70,-75,7,16,3,2,0,4
-70,-75,7,15,99,9,0,4
-70,-75,7,14,9,0,0,4
-72,-78,7,77,223,7,5,4
-72,-79,7,75,164,4,1,4
-72,-77,7,27,6,4,0,4
-72,-78,7,16,0,0,0,4
-72,-78,7,12,0,0,0,4
-72,-78,7,32,10,0,0,4
-72,-77,7,14,10,0,0,4
-72,-78,7,48,51,39,0,4
-74,-80,7,15,287,144,7,4
-74,-78,7,12,12,0,0,4
-74,-79,7,12,2,2,0,4
-56,-61,8,21,15,14,0,4
-60,-67,8,24,10,0,0,4
-62,-68,8,33,52,9,0,4
-64,-70,8,12,140,0,1,4
-66,-78,8,548,477,3,7,4
-66,-77,8,217,317,11,7,4
-66,-77,8,370,454,4,5,4
-66,-71,8,41,3,0,1,4
-66,-71,8,24,7,6,0,4
-66,-78,8,224,8,8,0,4
-66,-72,8,20,5,4,0,4
-68,-77,8,129,532,9,7,4
-68,-77,8,525,539,7,7,4
-68,-78,8,210,537,4,7,4
-68,-76,8,290,538,7,7,4
-68,-75,8,54,447,8,4,4
-68,-76,8,138,58,1,1,4
-68,-76,8,28,11,0,0,4
-68,-74,8,17,10,1,0,4
-68,-76,8,15,15,0,0,4
-68,-77,8,47,14,2,0,4
-68,-74,8,65,83,7,0,4
-68,-73,8,23,15,0,0,4
-68,-78,8,30,15,1,0,4
-70,-76,8,18,12,2,1,4
-70,-74,8,11,3,0,0,4
-70,-76,8,19,53,11,0,4
-70,-76,8,35,37,11,0,4
-70,-76,8,20,0,0,0,4
-70,-77,8,84,104,11,0,4
-70,-76,8,26,0,0,0,4
-70,-77,8,21,3,1,0,4
-72,-79,8,30,512,159,7,4
-72,-77,8,22,176,10,2,4
-72,-78,8,11,2,0,0,4
-72,-79,8,13,3,0,0,4
-72,-79,8,12,1,0,0,4
-72,-79,8,61,9,0,0,4
-72,-78,8,28,3,3,0,4
-48,-49,8,38,10,2,4,3
-56,-60,9,12,1,0,0,4
-58,-67,9,20,5,1,0,4
-60,-69,9,214,2,0,0,4
-62,-69,9,36,3,0,0,4
-64,-69,9,15,8,7,1,4
-64,-73,9,62,81,1,0,4
-64,-68,9,17,4,0,0,4
-64,-71,9,14,1,0,0,4
-64,-70,9,17,2,0,0,4
-66,-74,9,11,12,0,0,4
-66,-74,9,33,46,8,0,4
-66,-74,9,57,15,15,0,4
-66,-75,9,45,9,6,0,4
-66,-74,9,36,76,3,0,4
-68,-77,9,475,538,10,7,4
-68,-78,9,448,535,0,7,4
-68,-77,9,54,2,0,2,4
-68,-74,9,13,5,0,0,4
-68,-74,9,18,19,4,0,4
-68,-78,9,51,73,0,0,4
-68,-74,9,20,2,0,0,4
-68,-76,9,12,20,8,0,4
-68,-74,9,19,2,0,0,4
-68,-76,9,11,5,0,0,4
-68,-74,9,15,74,2,0,4
-68,-73,9,19,11,10,0,4
-68,-76,9,28,1,0,0,4
-68,-76,9,91,167,10,0,4
-68,-77,9,46,76,7,0,4
-68,-75,9,12,3,2,0,4
-68,-74,9,33,2,0,0,4
-70,-78,9,37,17,1,1,4
-70,-77,9,27,56,7,1,4
-70,-76,9,21,63,1,1,4
-70,-75,9,14,3,0,0,4
-70,-75,9,16,5,5,0,4
-70,-74,9,13,3,0,0,4
-70,-75,9,22,5,1,0,4
-70,-76,9,12,6,1,0,4
-70,-76,9,44,18,1,0,4
-70,-76,9,15,13,0,0,4
-70,-77,9,29,216,4,0,4
-70,-77,9,14,44,9,0,4
-70,-76,9,15,47,1,0,4
-70,-77,9,50,34,10,0,4
-72,-76,9,13,6,4,0,4
-72,-77,9,13,3,0,0,4
-72,-78,9,13,6,5,0,4
-72,-77,9,14,1,0,0,4
-74,-79,9,14,0,0,0,4
-60,-74,10,446,35,3,0,4
-62,-70,10,19,2,2,0,4
-62,-74,10,102,300,1,0,4
-62,-67,10,18,0,0,0,4
-62,-77,10,78,2,0,0,4
-64,-73,10,832,539,10,7,4
-64,-70,10,12,0,0,2,4
-64,-72,10,18,5,1,0,4
-64,-70,10,22,4,0,0,4
-64,-75,10,109,113,4,0,4
-64,-69,10,62,6,1,0,4
-64,-73,10,15,8,1,0,4
-64,-70,10,23,33,0,0,4
-64,-68,10,11,2,1,0,4
-64,-73,10,44,10,0,0,4
-66,-72,10,40,8,0,0,4
-66,-78,10,27,23,6,0,4
-66,-71,10,13,3,0,0,4
-66,-75,10,88,51,6,0,4
-66,-75,10,21,4,2,0,4
-66,-72,10,32,3,1,0,4
-68,-78,10,590,474,0,7,4
-68,-75,10,24,533,32,7,4
-68,-79,10,26,359,9,6,4
-68,-75,10,18,12,9,0,4
-68,-73,10,15,4,0,0,4
-68,-74,10,12,2,0,0,4
-68,-74,10,29,5,4,0,4
-68,-76,10,32,25,19,0,4
-68,-77,10,55,114,5,0,4
-68,-75,10,25,6,0,0,4
-68,-77,10,515,65,1,0,4
-68,-74,10,13,10,10,0,4
-70,-77,10,13,42,3,0,4
-70,-75,10,25,54,2,0,4
-70,-77,10,16,45,0,0,4
-70,-75,10,14,64,1,0,4
-70,-75,10,16,6,1,0,4
-70,-78,10,23,248,2,0,4
-72,-79,10,16,7,1,0,4
-72,-77,10,15,17,0,0,4
-72,-78,10,11,16,4,0,4
-72,-76,10,12,7,3,0,4
-72,-75,10,13,3,1,0,4
-46,-49,10,14,5,0,4,3
-58,-62,11,15,1,0,0,4
-66,-74,11,30,489,0,6,4
-66,-74,11,42,38,6,3,4
-66,-76,11,233,203,0,0,4
-66,-71,11,11,7,3,0,4
-66,-75,11,48,14,0,0,4
-66,-73,11,74,39,0,0,4
-66,-73,11,14,12,0,0,4
-66,-77,11,31,9,5,0,4
-68,-76,11,29,8,2,0,4
-68,-78,11,216,83,31,0,4
-68,-73,11,18,4,1,0,4
-68,-76,11,12,5,0,0,4
-68,-75,11,19,7,0,0,4
-68,-76,11,60,28,4,0,4
