location,time,hour,minutes,video occ minutes,wifi occ minutes,video occupancy,groundtruth occ minutes,fusion occ minutes
125,2016-04-16 02:15:00,2.0,15.0,53.0,27.0,3.0,19.0,55
125,2016-04-18 18:45:00,18.0,45.0,0.0,67.0,0.0,0.0,34
125,2016-04-14 00:00:00,0.0,0.0,39.0,62.0,4.0,135.0,68
125,2016-04-15 19:15:00,19.0,15.0,15.0,46.0,0.0,47.0,32
125,2016-04-15 02:30:00,2.0,30.0,30.0,28.0,2.0,55.0,41
125,2016-04-15 04:30:00,4.0,30.0,0.0,34.0,0.0,0.0,26
125,2016-04-15 19:30:00,19.0,30.0,15.0,49.0,0.0,59.0,33
125,2016-04-17 02:45:00,2.0,45.0,56.0,29.0,2.0,64.0,55
125,2016-04-13 20:45:00,20.0,45.0,63.0,30.0,7.0,26.0,52
125,2016-04-14 21:15:00,21.0,15.0,22.0,33.0,2.0,44.0,30
125,2016-04-16 20:45:00,20.0,45.0,309.0,57.0,19.0,270.0,206
125,2016-04-16 03:30:00,3.0,30.0,0.0,32.0,0.0,0.0,25
125,2016-04-14 23:15:00,23.0,15.0,52.0,31.0,2.0,51.0,43
125,2016-04-17 02:00:00,2.0,0.0,77.0,30.0,2.0,42.0,69
125,2016-04-17 04:45:00,4.0,45.0,0.0,29.0,0.0,0.0,22
125,2016-04-15 03:45:00,3.0,45.0,0.0,39.0,0.0,0.0,28
125,2016-04-17 20:00:00,20.0,0.0,2.0,40.0,0.0,20.0,23
125,2016-04-14 03:45:00,3.0,45.0,0.0,48.0,0.0,0.0,33
125,2016-04-19 00:00:00,0.0,0.0,81.0,67.0,3.0,102.0,92
125,2016-04-16 04:00:00,4.0,0.0,0.0,30.0,0.0,0.0,26
125,2016-04-16 02:45:00,2.0,45.0,88.0,32.0,4.0,29.0,75
125,2016-04-16 03:45:00,3.0,45.0,0.0,32.0,0.0,0.0,24
125,2016-04-15 00:15:00,0.0,15.0,20.0,44.0,2.0,110.0,46
125,2016-04-16 01:45:00,1.0,45.0,102.0,37.0,5.0,97.0,86
125,2016-04-18 22:15:00,22.0,15.0,47.0,61.0,1.0,35.0,56
125,2016-04-15 01:00:00,1.0,0.0,75.0,29.0,5.0,104.0,71
125,2016-04-13 21:45:00,21.0,45.0,131.0,29.0,8.0,110.0,88
125,2016-04-16 00:45:00,0.0,45.0,29.0,51.0,0.0,70.0,51
125,2016-04-14 21:45:00,21.0,45.0,42.0,48.0,2.0,36.0,46
125,2016-04-14 00:15:00,0.0,15.0,60.0,57.0,4.0,113.0,76
125,2016-04-17 21:30:00,21.0,30.0,161.0,32.0,9.0,173.0,107
125,2016-04-15 21:30:00,21.0,30.0,51.0,39.0,4.0,74.0,49
125,2016-04-14 22:15:00,22.0,15.0,24.0,38.0,0.0,15.0,31
125,2016-04-18 01:00:00,1.0,0.0,44.0,44.0,1.0,242.0,59
125,2016-04-13 22:45:00,22.0,45.0,70.0,42.0,5.0,101.0,60
125,2016-04-14 04:30:00,4.0,30.0,0.0,31.0,0.0,0.0,24
125,2016-04-18 00:15:00,0.0,15.0,4.0,34.0,0.0,45.0,31
125,2016-04-14 19:45:00,19.0,45.0,40.0,45.0,3.0,43.0,45
125,2016-04-15 18:15:00,18.0,15.0,2.0,42.0,1.0,44.0,25
125,2016-04-18 23:00:00,23.0,0.0,62.0,73.0,6.0,87.0,74
125,2016-04-16 19:45:00,19.0,45.0,136.0,45.0,9.0,100.0,101
125,2016-04-17 23:15:00,23.0,15.0,101.0,32.0,4.0,81.0,72
125,2016-04-15 20:00:00,20.0,0.0,18.0,41.0,3.0,85.0,34
125,2016-04-17 04:00:00,4.0,0.0,0.0,29.0,0.0,0.0,25
125,2016-04-16 02:00:00,2.0,0.0,92.0,35.0,4.0,33.0,81
125,2016-04-18 18:00:00,18.0,0.0,0.0,63.0,0.0,0.0,35
125,2016-04-15 21:15:00,21.0,15.0,35.0,44.0,2.0,86.0,42
125,2016-04-17 20:15:00,20.0,15.0,35.0,46.0,1.0,56.0,43
125,2016-04-14 23:30:00,23.0,30.0,39.0,37.0,1.0,37.0,38
125,2016-04-15 19:00:00,19.0,0.0,39.0,52.0,2.0,136.0,51
125,2016-04-19 00:45:00,0.0,45.0,48.0,73.0,0.0,52.0,73
125,2016-04-15 03:15:00,3.0,15.0,0.0,30.0,0.0,0.0,25
125,2016-04-15 22:15:00,22.0,15.0,162.0,62.0,8.0,125.0,123
125,2016-04-18 18:15:00,18.0,15.0,0.0,70.0,0.0,0.0,37
125,2016-04-14 01:30:00,1.0,30.0,15.0,51.0,0.0,43.0,44
125,2016-04-16 21:15:00,21.0,15.0,251.0,58.0,14.0,99.0,173
125,2016-04-16 20:00:00,20.0,0.0,153.0,51.0,9.0,54.0,115
125,2016-04-15 00:00:00,0.0,0.0,34.0,35.0,0.0,113.0,49
125,2016-04-14 20:30:00,20.0,30.0,7.0,52.0,1.0,36.0,30
125,2016-04-18 19:30:00,19.0,30.0,6.0,63.0,1.0,0.0,36
125,2016-04-15 21:45:00,21.0,45.0,71.0,42.0,5.0,72.0,61
125,2016-04-19 02:30:00,2.0,30.0,64.0,58.0,3.0,54.0,76
125,2016-04-17 04:15:00,4.0,15.0,0.0,31.0,0.0,0.0,25
125,2016-04-14 02:00:00,2.0,0.0,73.0,44.0,4.0,140.0,76
125,2016-04-13 19:30:00,19.0,30.0,60.0,31.0,5.0,0.0,51
125,2016-04-18 18:30:00,18.0,30.0,0.0,75.0,0.0,0.0,39
125,2016-04-14 19:15:00,19.0,15.0,36.0,53.0,3.0,39.0,49
125,2016-04-16 01:00:00,1.0,0.0,49.0,32.0,3.0,90.0,57
125,2016-04-19 03:15:00,3.0,15.0,0.0,45.0,0.0,0.0,33
125,2016-04-13 20:15:00,20.0,15.0,60.0,32.0,5.0,10.0,52
125,2016-04-17 22:15:00,22.0,15.0,159.0,35.0,10.0,179.0,109
125,2016-04-15 04:00:00,4.0,0.0,0.0,31.0,0.0,0.0,26
125,2016-04-15 18:00:00,18.0,0.0,0.0,40.0,0.0,8.0,23
125,2016-04-17 00:00:00,0.0,0.0,299.0,31.0,20.0,233.0,203
125,2016-04-16 04:15:00,4.0,15.0,0.0,29.0,0.0,0.0,24
125,2016-04-13 22:30:00,22.0,30.0,60.0,42.0,5.0,115.0,55
125,2016-04-15 00:30:00,0.0,30.0,53.0,52.0,3.0,94.0,68
125,2016-04-19 04:00:00,4.0,0.0,0.0,52.0,0.0,0.0,37
125,2016-04-13 18:15:00,18.0,15.0,30.0,31.0,1.0,44.0,34
125,2016-04-14 20:00:00,20.0,0.0,16.0,45.0,0.0,10.0,33
125,2016-04-18 20:30:00,20.0,30.0,56.0,76.0,2.0,10.0,69
125,2016-04-18 20:15:00,20.0,15.0,58.0,74.0,4.0,44.0,72
125,2016-04-15 02:45:00,2.0,45.0,12.0,27.0,0.0,70.0,29
125,2016-04-14 00:45:00,0.0,45.0,16.0,54.0,0.0,72.0,46
125,2016-04-18 20:45:00,20.0,45.0,69.0,67.0,4.0,13.0,72
125,2016-04-16 19:00:00,19.0,0.0,18.0,46.0,0.0,58.0,35
125,2016-04-17 20:30:00,20.0,30.0,35.0,29.0,1.0,57.0,33
125,2016-04-13 22:15:00,22.0,15.0,98.0,44.0,5.0,72.0,77
125,2016-04-16 22:00:00,22.0,0.0,261.0,77.0,16.0,154.0,190
125,2016-04-14 18:30:00,18.0,30.0,42.0,51.0,3.0,42.0,51
125,2016-04-14 01:15:00,1.0,15.0,15.0,42.0,0.0,45.0,41
125,2016-04-16 20:15:00,20.0,15.0,215.0,59.0,16.0,199.0,157
125,2016-04-19 03:00:00,3.0,0.0,3.0,55.0,0.0,2.0,41
125,2016-04-15 02:15:00,2.0,15.0,30.0,29.0,2.0,73.0,43
125,2016-04-13 23:00:00,23.0,0.0,71.0,42.0,5.0,133.0,62
125,2016-04-19 01:00:00,1.0,0.0,44.0,66.0,1.0,55.0,70
125,2016-04-17 03:30:00,3.0,30.0,0.0,30.0,0.0,0.0,24
125,2016-04-16 01:15:00,1.0,15.0,84.0,32.0,6.0,123.0,77
125,2016-04-18 21:30:00,21.0,30.0,54.0,71.0,3.0,22.0,66
125,2016-04-16 03:00:00,3.0,0.0,47.0,30.0,0.0,33.0,51
125,2016-04-16 03:15:00,3.0,15.0,0.0,27.0,0.0,0.0,24
125,2016-04-14 04:15:00,4.0,15.0,0.0,30.0,0.0,0.0,25
125,2016-04-15 22:30:00,22.0,30.0,112.0,39.0,5.0,82.0,81
125,2016-04-18 21:15:00,21.0,15.0,74.0,63.0,4.0,38.0,74
125,2016-04-16 18:15:00,18.0,15.0,32.0,51.0,0.0,61.0,44
125,2016-04-17 22:45:00,22.0,45.0,116.0,34.0,5.0,148.0,80
125,2016-04-14 18:15:00,18.0,15.0,39.0,51.0,3.0,113.0,50
125,2016-04-14 21:00:00,21.0,0.0,11.0,50.0,1.0,62.0,33
125,2016-04-13 18:00:00,18.0,0.0,20.0,29.0,1.0,3.0,29
125,2016-04-16 04:45:00,4.0,45.0,0.0,28.0,0.0,0.0,22
125,2016-04-15 23:15:00,23.0,15.0,135.0,33.0,5.0,97.0,91
125,2016-04-13 19:00:00,19.0,0.0,64.0,29.0,7.0,65.0,56
125,2016-04-19 03:45:00,3.0,45.0,0.0,44.0,0.0,0.0,31
125,2016-04-14 03:30:00,3.0,30.0,0.0,41.0,0.0,0.0,30
125,2016-04-14 22:00:00,22.0,0.0,21.0,38.0,1.0,27.0,31
125,2016-04-15 20:15:00,20.0,15.0,47.0,36.0,1.0,75.0,44
125,2016-04-19 02:15:00,2.0,15.0,88.0,67.0,4.0,96.0,95
125,2016-04-17 22:30:00,22.0,30.0,86.0,40.0,4.0,112.0,67
125,2016-04-18 00:00:00,0.0,0.0,25.0,38.0,1.0,40.0,46
125,2016-04-15 20:45:00,20.0,45.0,15.0,29.0,0.0,15.0,21
125,2016-04-13 23:15:00,23.0,15.0,48.0,41.0,2.0,136.0,46
125,2016-04-17 23:00:00,23.0,0.0,71.0,28.0,5.0,161.0,55
125,2016-04-14 22:45:00,22.0,45.0,53.0,34.0,3.0,11.0,45
125,2016-04-14 18:45:00,18.0,45.0,55.0,45.0,4.0,39.0,55
125,2016-04-17 01:45:00,1.0,45.0,50.0,30.0,5.0,45.0,55
125,2016-04-17 21:15:00,21.0,15.0,173.0,46.0,7.0,149.0,120
125,2016-04-16 04:30:00,4.0,30.0,0.0,30.0,0.0,0.0,24
125,2016-04-13 22:00:00,22.0,0.0,98.0,33.0,6.0,61.0,74
125,2016-04-16 22:15:00,22.0,15.0,264.0,57.0,16.0,160.0,181
125,2016-04-18 23:45:00,23.0,45.0,38.0,66.0,1.0,61.0,51
125,2016-04-14 01:00:00,1.0,0.0,22.0,48.0,0.0,68.0,48
125,2016-04-16 23:45:00,23.0,45.0,280.0,33.0,15.0,165.0,174
125,2016-04-19 02:00:00,2.0,0.0,48.0,58.0,3.0,82.0,69
125,2016-04-13 23:30:00,23.0,30.0,18.0,44.0,0.0,73.0,30
125,2016-04-18 01:15:00,1.0,15.0,11.0,29.0,2.0,56.0,33
125,2016-04-18 22:30:00,22.0,30.0,22.0,66.0,1.0,31.0,44
125,2016-04-15 19:45:00,19.0,45.0,21.0,44.0,0.0,71.0,33
125,2016-04-16 00:30:00,0.0,30.0,68.0,29.0,2.0,57.0,63
125,2016-04-19 00:30:00,0.0,30.0,66.0,72.0,5.0,78.0,87
125,2016-04-18 21:00:00,21.0,0.0,75.0,76.0,2.0,16.0,81
125,2016-04-19 04:45:00,4.0,45.0,0.0,42.0,0.0,0.0,29
125,2016-04-15 22:00:00,22.0,0.0,128.0,39.0,10.0,98.0,96
125,2016-04-16 18:45:00,18.0,45.0,51.0,55.0,0.0,113.0,55
125,2016-04-15 04:15:00,4.0,15.0,0.0,30.0,0.0,0.0,25
125,2016-04-13 18:30:00,18.0,30.0,22.0,32.0,0.0,38.0,28
125,2016-04-17 02:15:00,2.0,15.0,47.0,28.0,4.0,43.0,53
125,2016-04-15 18:45:00,18.0,45.0,63.0,65.0,4.0,156.0,69
125,2016-04-14 19:30:00,19.0,30.0,38.0,41.0,2.0,25.0,43
125,2016-04-17 01:00:00,1.0,0.0,83.0,31.0,5.0,45.0,76
125,2016-04-19 02:45:00,2.0,45.0,50.0,58.0,1.0,27.0,66
125,2016-04-18 19:00:00,19.0,0.0,0.0,64.0,0.0,11.0,35
125,2016-04-13 20:30:00,20.0,30.0,55.0,32.0,3.0,18.0,47
125,2016-04-14 23:00:00,23.0,0.0,59.0,34.0,3.0,50.0,50
125,2016-04-18 22:00:00,22.0,0.0,46.0,63.0,0.0,51.0,57
125,2016-04-15 04:45:00,4.0,45.0,0.0,30.0,0.0,0.0,23
125,2016-04-19 04:30:00,4.0,30.0,0.0,45.0,0.0,0.0,31
125,2016-04-18 19:15:00,19.0,15.0,0.0,53.0,0.0,10.0,28
125,2016-04-15 23:00:00,23.0,0.0,120.0,28.0,7.0,121.0,83
125,2016-04-17 22:00:00,22.0,0.0,138.0,45.0,8.0,137.0,102
125,2016-04-17 01:15:00,1.0,15.0,69.0,30.0,4.0,23.0,66
125,2016-04-16 20:30:00,20.0,30.0,343.0,87.0,21.0,329.0,242
125,2016-04-16 22:45:00,22.0,45.0,243.0,31.0,13.0,24.0,152
125,2016-04-13 21:15:00,21.0,15.0,88.0,32.0,7.0,56.0,68
125,2016-04-16 23:00:00,23.0,0.0,203.0,31.0,12.0,5.0,132
125,2016-04-14 19:00:00,19.0,0.0,36.0,43.0,2.0,17.0,44
125,2016-04-14 02:30:00,2.0,30.0,31.0,43.0,1.0,37.0,49
125,2016-04-15 22:45:00,22.0,45.0,90.0,31.0,5.0,87.0,65
125,2016-04-14 02:15:00,2.0,15.0,61.0,40.0,2.0,102.0,65
125,2016-04-17 00:15:00,0.0,15.0,231.0,31.0,9.0,168.0,157
125,2016-04-17 04:30:00,4.0,30.0,0.0,30.0,0.0,0.0,24
