-60,-75,9,5117,633,6,7,2
-58,-71,19,253,408,0,0,2
-40,-50,27,3413,794,2,7,2
-56,-70,62,79,680,313,7,2
-60,-73,26,60,111,0,0,3
-56,-74,53,43,141,141,0,4
-60,-70,21,44,20,4,0,3
-48,-68,13,43,230,8,3,1
-48,-78,19,813,437,7,6,2
-60,-71,7,129,791,648,7,2
-58,-77,18,161,61,10,0,3
-58,-74,36,159,37,0,2,3
-60,-72,21,109,43,2,0,3
-60,-74,21,136,25,2,0,3
-60,-76,10,5115,632,0,7,2
-60,-78,11,771,204,11,4,1
-54,-71,47,218,144,61,0,4
-36,-67,133,49,421,11,0,4
-60,-72,23,90,347,297,3,4
-52,-74,30,121,40,0,0,3
-50,-72,66,45,50,0,1,3
-52,-65,15,367,754,314,7,2
-60,-75,11,1273,632,3,7,2
-58,-75,16,2158,794,3,7,2
-44,-72,74,122,116,1,0,3
-60,-70,20,147,80,77,0,4
-60,-77,19,41,112,12,0,3
-60,-65,9,45,713,60,7,2
-44,-70,98,44,13,12,3,4
-60,-74,23,90,66,3,0,3
-60,-69,12,3226,793,9,7,2
-44,-67,117,71,507,506,7,4
-60,-77,27,45,102,101,0,4
-60,-69,10,49,656,118,5,2
-42,-66,159,11,647,0,0,4
-54,-65,13,1183,789,664,7,4
-60,-76,18,615,598,309,7,2
-60,-68,10,475,790,10,7,2
-20,-26,13,442,794,661,7,4
-36,-65,103,240,550,10,3,1
-60,-69,14,589,699,655,7,4
-40,-66,116,44,33,0,0,3
-46,-67,22,2665,787,11,7,2
-46,-74,29,132,611,0,5,2
-60,-73,27,114,40,2,0,3
-42,-69,99,46,69,0,2,3
-60,-71,23,54,27,9,0,3
-54,-73,22,303,35,3,0,3
-60,-75,16,926,791,652,7,4
-36,-64,64,170,320,14,4,1
-58,-73,36,45,50,0,0,3
-54,-74,33,62,391,323,2,4
-26,-57,135,387,500,2,5,1
-20,-27,17,452,791,6,7,2
-56,-76,25,83,21,0,1,3
-54,-67,28,69,508,2,4,1
-42,-70,39,195,367,2,5,2
-2,-13,91,20904,794,10,7,2
-46,-57,44,50,12,0,0,3
-52,-72,46,27,264,1,5,1
-58,-70,11,771,697,665,7,4
-56,-68,27,133,84,2,0,3
-46,-65,93,42,9,5,0,4
-60,-77,9,1348,793,3,7,2
-52,-76,54,112,83,0,0,3
-58,-73,33,53,234,234,0,4
-60,-74,12,6994,794,13,5,2
-58,-74,22,1892,490,9,3,1
-58,-64,17,75,785,2,6,2
-58,-70,12,99,775,209,7,2
-58,-71,14,415,779,321,7,2
-60,-76,13,88,159,0,0,4
-54,-72,38,63,12,1,2,3
-60,-76,11,7142,794,10,7,2
-70,-79,9,37,373,357,7,4
-58,-78,17,164,15,0,0,3
-58,-71,17,948,713,1,7,2
-18,-27,25,27150,794,5,7,2
-54,-69,63,54,628,0,0,2
-32,-67,35,1794,54,4,0,3
-54,-71,74,99,94,93,1,4
-60,-75,17,396,595,1,4,2
-60,-69,14,94,31,0,1,3
-20,-26,22,876,794,11,7,2
-20,-26,20,839,792,660,7,4
-60,-70,19,50,14,0,0,3
-60,-75,22,220,771,737,4,4
-60,-70,19,45,94,0,0,3
-60,-76,19,53,35,0,0,3
-56,-73,33,44,6,0,0,4
-56,-71,27,3704,487,9,5,2
-60,-73,12,90,638,4,7,2
-56,-70,23,52,40,0,0,3
-60,-65,5,38,786,660,7,2
-58,-74,61,50,215,118,3,1
-58,-72,21,922,555,8,3,1
-54,-72,24,68,151,1,1,1
-20,-27,30,800,794,4,7,2
-50,-76,46,81,8,0,0,3
-18,-27,22,38586,794,7,7,2
-54,-71,16,9944,731,3,7,2
-60,-72,10,101,480,3,3,2
-56,-70,32,47,103,1,0,3
-60,-72,28,63,11,11,0,4
-58,-65,14,65,787,653,7,2
-60,-76,29,103,115,0,1,3
-18,-36,46,9438,794,10,7,2
-58,-69,11,368,793,4,7,2
-46,-68,95,93,64,11,0,3
-50,-71,97,62,198,197,1,4
-44,-72,93,121,74,0,2,3
-60,-74,17,1307,504,6,6,2
-60,-74,16,150,36,6,0,3
-60,-72,21,47,25,6,0,3
-56,-72,34,63,102,0,0,3
-56,-66,15,629,793,657,7,4
-46,-72,80,72,128,0,0,3
-60,-72,29,79,657,3,4,1
-48,-70,67,47,86,0,0,3
-48,-71,50,165,66,2,0,3
-60,-73,28,71,70,2,0,3
-60,-76,11,1209,794,671,7,4
-58,-71,27,48,152,0,0,3
-60,-73,25,77,178,140,0,4
-60,-72,22,174,229,8,3,1
-60,-75,16,1280,793,665,7,4
-58,-68,13,1863,587,1,7,2
-60,-74,21,339,332,1,3,1
-60,-78,21,73,776,656,7,4
-42,-66,139,67,392,391,4,4
-34,-69,139,126,304,303,2,4
-60,-67,11,621,189,2,5,1
-56,-69,37,322,732,4,0,4
-20,-26,18,1576,794,14,7,2
-32,-54,138,43,28,5,0,3
-56,-75,25,1510,442,6,7,1
-60,-69,8,1729,663,3,6,2
-56,-63,9,332,793,666,7,4
-52,-72,75,59,741,740,1,4
-40,-69,28,162,80,1,0,3
-20,-26,21,681,794,3,7,2
-60,-76,18,1285,53,2,0,3
-58,-71,21,1539,717,646,7,4
-48,-73,69,67,508,508,3,4
-60,-70,22,371,114,0,3,3
-60,-72,9,11186,794,1,7,2
-50,-74,32,203,48,0,0,3
-60,-79,5,26922,794,4,7,2
-58,-70,19,29,480,420,7,4
-60,-69,11,122,693,317,7,2
-20,-27,19,1415,794,5,7,2
-54,-72,51,311,52,0,0,3
-58,-74,24,4168,731,2,7,2
-60,-69,19,106,103,5,0,3
-54,-68,12,1435,632,4,7,2
-50,-72,55,84,252,0,0,3
-58,-72,11,5054,657,0,7,2
-56,-73,47,46,78,77,0,3
-50,-71,27,106,23,1,0,3
-60,-72,15,1331,656,2,4,1
-56,-70,51,46,96,2,0,3
-38,-68,226,46,50,50,0,3
-58,-64,7,230,787,6,7,2
-60,-76,30,52,90,1,0,3
-60,-71,15,142,168,7,0,3
-58,-78,9,4341,632,7,6,2
-48,-67,20,104,81,0,0,3
-38,-46,48,5861,539,9,7,1
-42,-64,18,76,33,4,0,3
-20,-28,72,1302,794,0,7,1
-40,-73,95,67,9,0,0,4
-60,-68,8,373,790,9,7,2
-58,-71,22,124,274,273,0,4
-58,-72,33,86,43,43,2,4
-44,-65,52,1176,244,1,4,1
-40,-49,37,3467,794,4,7,1
-58,-69,20,2558,489,6,6,2
-60,-72,34,18,481,419,7,4
-50,-68,52,97,116,1,0,3
-58,-70,9,3184,372,7,6,2
-50,-67,43,700,376,0,3,1
-34,-65,132,209,296,1,5,1
-54,-72,60,71,52,52,0,3
-54,-72,44,101,92,5,0,3
-54,-74,56,60,43,4,0,3
-38,-68,151,121,12,1,1,3
-60,-73,12,7852,652,2,7,2
-60,-71,33,95,9,0,0,3
-42,-72,43,83,22,2,0,3
-60,-79,10,87,67,0,0,4
-58,-71,31,56,55,2,0,3
-20,-29,27,39699,794,3,7,2
-48,-73,38,95,587,12,1,1
-50,-67,69,80,67,0,4,3
-60,-70,15,688,785,539,7,4
-58,-75,14,77,109,1,0,3
-28,-53,177,114,89,1,1,3
-58,-70,9,4136,372,7,6,2
-56,-72,40,66,16,0,0,3
-60,-72,13,2720,284,2,4,1
-58,-74,13,2480,794,0,7,2
-60,-75,26,49,64,1,1,3
-38,-71,128,83,84,1,0,3
-54,-68,31,123,8,7,1,4
-60,-70,11,96,782,541,7,4
-58,-76,32,90,121,120,0,4
-50,-68,58,47,6,1,1,3
-50,-62,27,96,52,0,2,3
-56,-69,13,3685,793,541,7,4
-56,-70,61,11,443,220,7,1
-40,-70,72,76,71,0,0,3
-34,-55,138,223,14,0,0,3
-54,-80,19,62,40,0,0,3
-50,-72,65,48,77,0,0,3
-52,-68,108,53,7,0,0,3
-44,-70,131,65,276,0,0,4
-48,-72,71,89,71,0,0,3
-60,-70,20,140,416,16,1,3
-56,-70,65,68,28,0,0,3
-48,-79,10,303,135,0,0,3
-56,-69,14,2331,794,2,7,2
