location_id,time,v,w,occupancy,groundtruth
125,2016-04-18 21:30:00,54,71,3,22.0
125,2016-04-16 03:00:00,47,30,0,33.0
125,2016-04-16 03:15:00,0,27,0,0.0
125,2016-04-14 04:15:00,0,30,0,0.0
125,2016-04-15 22:30:00,112,39,5,82.0
125,2016-04-18 21:15:00,74,63,4,38.0
125,2016-04-16 18:15:00,32,51,0,61.0
125,2016-04-17 22:45:00,116,34,5,148.0
125,2016-04-14 18:15:00,39,51,3,113.0
125,2016-04-14 21:00:00,11,50,1,62.0
125,2016-04-13 18:00:00,20,29,1,3.0
125,2016-04-16 04:45:00,0,28,0,0.0
125,2016-04-15 23:15:00,135,33,5,97.0
125,2016-04-13 19:00:00,64,29,7,65.0
125,2016-04-19 03:45:00,0,44,0,0.0
125,2016-04-14 03:30:00,0,41,0,0.0
125,2016-04-14 22:00:00,21,38,1,27.0
125,2016-04-15 20:15:00,47,36,1,75.0
125,2016-04-19 02:15:00,88,67,4,96.0
125,2016-04-17 22:30:00,86,40,4,112.0
125,2016-04-18 00:00:00,25,38,1,40.0
125,2016-04-15 20:45:00,15,29,0,15.0
125,2016-04-13 23:15:00,48,41,2,136.0
125,2016-04-17 23:00:00,71,28,5,161.0
125,2016-04-14 22:45:00,53,34,3,11.0
125,2016-04-14 18:45:00,55,45,4,39.0
125,2016-04-17 01:45:00,50,30,5,45.0
125,2016-04-17 21:15:00,173,46,7,149.0
125,2016-04-16 04:30:00,0,30,0,0.0
125,2016-04-13 22:00:00,98,33,6,61.0
125,2016-04-16 22:15:00,264,57,16,160.0
125,2016-04-18 23:45:00,38,66,1,61.0
125,2016-04-14 01:00:00,22,48,0,68.0
125,2016-04-16 23:45:00,280,33,15,165.0
125,2016-04-19 02:00:00,48,58,3,82.0
125,2016-04-13 23:30:00,18,44,0,73.0
125,2016-04-18 01:15:00,11,29,2,56.0
125,2016-04-18 22:30:00,22,66,1,31.0
125,2016-04-15 19:45:00,21,44,0,71.0
125,2016-04-16 00:30:00,68,29,2,57.0
125,2016-04-19 00:30:00,66,72,5,78.0
125,2016-04-18 21:00:00,75,76,2,16.0
125,2016-04-19 04:45:00,0,42,0,0.0
125,2016-04-15 22:00:00,128,39,10,98.0
125,2016-04-16 18:45:00,51,55,0,113.0
125,2016-04-15 04:15:00,0,30,0,0.0
125,2016-04-13 18:30:00,22,32,0,38.0
125,2016-04-17 02:15:00,47,28,4,43.0
125,2016-04-15 18:45:00,63,65,4,156.0
125,2016-04-14 19:30:00,38,41,2,25.0
125,2016-04-17 01:00:00,83,31,5,45.0
125,2016-04-19 02:45:00,50,58,1,27.0
125,2016-04-18 19:00:00,0,64,0,11.0
125,2016-04-13 20:30:00,55,32,3,18.0
125,2016-04-14 23:00:00,59,34,3,50.0
125,2016-04-18 22:00:00,46,63,0,51.0
125,2016-04-15 04:45:00,0,30,0,0.0
125,2016-04-19 04:30:00,0,45,0,0.0
125,2016-04-18 19:15:00,0,53,0,10.0
125,2016-04-15 23:00:00,120,28,7,121.0
125,2016-04-17 22:00:00,138,45,8,137.0
125,2016-04-17 01:15:00,69,30,4,23.0
125,2016-04-16 20:30:00,343,87,21,329.0
125,2016-04-16 22:45:00,243,31,13,24.0
125,2016-04-13 21:15:00,88,32,7,56.0
125,2016-04-16 23:00:00,203,31,12,5.0
125,2016-04-14 19:00:00,36,43,2,17.0
125,2016-04-14 02:30:00,31,43,1,37.0
125,2016-04-15 22:45:00,90,31,5,87.0
125,2016-04-14 02:15:00,61,40,2,102.0
125,2016-04-17 00:15:00,231,31,9,168.0
125,2016-04-17 04:30:00,0,30,0,0.0
